No.,Time,Source,Destination,Protocol,Length,Sequence Number (raw),Acknowledgment number (raw),Acknowledgment Number,Sequence Number,Info
77242,182.195362258,128.135.11.239,192.168.0.100,TLSv1.3,1594,693261555.0,1531994063.0,1270.0,87460.0,Continuation Data
77243,182.195366938,128.135.11.239,192.168.0.100,TLSv1.3,1594,693263003.0,1531994063.0,1270.0,88908.0,Continuation Data
77244,182.195372554,128.135.11.239,192.168.0.100,TLSv1.3,1594,693264451.0,1531994063.0,1270.0,90356.0,Continuation Data
77248,182.195593297,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693245627.0,71532.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=71532 Win=132480 Len=0 TSval=2281965168 TSecr=80320180
77249,182.19560196,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693252867.0,78772.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=78772 Win=126720 Len=0 TSval=2281965168 TSecr=80320180
77250,182.195605751,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693252867.0,78772.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=78772 Win=132480 Len=0 TSval=2281965169 TSecr=80320180
77254,182.196658313,128.135.11.239,192.168.0.100,TLSv1.3,1594,693265899.0,1531994063.0,1270.0,91804.0,Continuation Data
77255,182.196673461,128.135.11.239,192.168.0.100,TLSv1.3,1594,693267347.0,1531994063.0,1270.0,93252.0,Continuation Data
77256,182.196682081,128.135.11.239,192.168.0.100,TLSv1.3,1594,693268795.0,1531994063.0,1270.0,94700.0,Continuation Data
77257,182.196688068,128.135.11.239,192.168.0.100,TLSv1.3,1594,693270243.0,1531994063.0,1270.0,96148.0,Continuation Data
77258,182.196692459,128.135.11.239,192.168.0.100,TLSv1.3,1594,693271691.0,1531994063.0,1270.0,97596.0,Continuation Data
77259,182.196699877,128.135.11.239,192.168.0.100,TLSv1.3,1594,693273139.0,1531994063.0,1270.0,99044.0,Continuation Data
77260,182.196705188,128.135.11.239,192.168.0.100,TLSv1.3,1594,693274587.0,1531994063.0,1270.0,100492.0,Continuation Data
77261,182.19670971,128.135.11.239,192.168.0.100,TLSv1.3,1594,693276035.0,1531994063.0,1270.0,101940.0,Continuation Data
77262,182.19672786,128.135.11.239,192.168.0.100,TLSv1.3,1594,693277483.0,1531994063.0,1270.0,103388.0,Continuation Data
77263,182.196733628,128.135.11.239,192.168.0.100,TLSv1.3,1296,693278931.0,1531994063.0,1270.0,104836.0,Continuation Data
77267,182.19688176,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693255763.0,81668.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=81668 Win=129600 Len=0 TSval=2281965169 TSecr=80320180
77268,182.196886801,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693255763.0,81668.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=81668 Win=132480 Len=0 TSval=2281965169 TSecr=80320180
77269,182.196890831,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693258659.0,84564.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=84564 Win=129600 Len=0 TSval=2281965169 TSecr=80320180
77270,182.196894964,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693260107.0,86012.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=86012 Win=132480 Len=0 TSval=2281965170 TSecr=80320180
77271,182.196898689,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693263003.0,88908.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=88908 Win=129600 Len=0 TSval=2281965170 TSecr=80320180
77272,182.196902323,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693263003.0,88908.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=88908 Win=132480 Len=0 TSval=2281965170 TSecr=80320180
77276,182.19742295,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693265899.0,91804.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=91804 Win=129600 Len=0 TSval=2281965170 TSecr=80320180
77277,182.197428412,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693265899.0,91804.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=91804 Win=132480 Len=0 TSval=2281965170 TSecr=80320180
77278,182.19743212,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693268795.0,94700.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=94700 Win=129600 Len=0 TSval=2281965171 TSecr=80320180
77279,182.19743581,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693268795.0,94700.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=94700 Win=132480 Len=0 TSval=2281965171 TSecr=80320180
77280,182.197439473,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693271691.0,97596.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=97596 Win=129600 Len=0 TSval=2281965171 TSecr=80320181
77281,182.197443156,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693271691.0,97596.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=97596 Win=132480 Len=0 TSval=2281965171 TSecr=80320181
77282,182.197446804,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693274587.0,100492.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=100492 Win=129600 Len=0 TSval=2281965171 TSecr=80320181
77283,182.197450466,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693274587.0,100492.0,1270.0,[TCP Window Update] 49797  >  443 [ACK] Seq=1270 Ack=100492 Win=132480 Len=0 TSval=2281965171 TSecr=80320181
77291,182.198698378,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693278931.0,104836.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=104836 Win=129600 Len=0 TSval=2281965171 TSecr=80320181
77292,182.198703225,192.168.0.100,128.135.11.239,TCP,146,1531994063.0,693280081.0,105986.0,1270.0,49797  >  443 [ACK] Seq=1270 Ack=105986 Win=132480 Len=0 TSval=2281965171 TSecr=80320181
77296,182.199228518,192.168.0.100,128.135.11.239,TLSv1.3,602,1531994063.0,693280081.0,105986.0,1270.0,Application Data
77298,182.199989803,128.135.11.239,192.168.0.100,TCP,146,693280081.0,1531994519.0,1726.0,105986.0,443  >  49797 [ACK] Seq=105986 Ack=1726 Win=64128 Len=0 TSval=80320187 TSecr=2281965173
77300,182.200932753,128.135.11.239,192.168.0.100,TLSv1.3,672,693280081.0,1531994519.0,1726.0,105986.0,Application Data
77304,182.20184734,192.168.0.100,128.135.11.239,TCP,146,1531994519.0,693280607.0,106512.0,1726.0,49797  >  443 [ACK] Seq=1726 Ack=106512 Win=132480 Len=0 TSval=2281965175 TSecr=80320188
77383,182.567815508,192.168.0.100,184.26.60.110,TLSv1.3,170,3388445172.0,338125242.0,8368.0,949.0,Application Data
77384,182.567820691,192.168.0.100,184.26.60.110,TCP,146,3388445196.0,338125242.0,8368.0,973.0,"49783  >  443 [FIN, ACK] Seq=973 Ack=8368 Win=131072 Len=0 TSval=590525757 TSecr=1881203424"
77399,182.575835242,184.26.60.110,192.168.0.100,TCP,146,338125242.0,3388445196.0,973.0,8368.0,443  >  49783 [ACK] Seq=8368 Ack=973 Win=64512 Len=0 TSval=1881234247 TSecr=590525756
77400,182.575841677,184.26.60.110,192.168.0.100,TLSv1.3,170,338125242.0,3388445197.0,974.0,8368.0,Application Data
77401,182.575846472,184.26.60.110,192.168.0.100,TCP,146,338125266.0,3388445197.0,974.0,8392.0,"443  >  49783 [RST, ACK] Seq=8392 Ack=974 Win=64512 Len=0 TSval=1881234247 TSecr=590525757"
77404,182.577032798,192.168.0.100,184.26.60.110,TCP,134,3388445197.0,0.0,0.0,974.0,49783  >  443 [RST] Seq=974 Win=0 Len=0
77870,184.973336183,192.168.0.100,192.168.0.1,DNS,162,,,,,Standard query 0x1153 HTTPS weather-data.apple.com
77871,184.97334573,192.168.0.100,192.168.0.1,DNS,162,,,,,Standard query 0x37b6 A weather-data.apple.com
77883,184.978504247,192.168.0.1,192.168.0.100,DNS,355,,,,,Standard query response 0x1153 HTTPS weather-data.apple.com CNAME weather-data.apple.com.akadns.net CNAME weather-data.apple.com.akamaized.net CNAME a2047.dscapi9.akamai.net SOA n0dscapi9.akamai.net
77884,184.978510947,192.168.0.1,192.168.0.100,DNS,627,,,,,Standard query response 0x37b6 A weather-data.apple.com CNAME weather-data.apple.com.akadns.net CNAME weather-data.apple.com.akamaized.net CNAME a2047.dscapi9.akamai.net A 23.33.22.140 A 23.33.22.146 A 23.33.22.145 A 23.33.22.142 A 23.33.22.144 A 23.33.22.138 A 23.33.22.141 A 23.33.22.143 A 23.33.22.139 NS n0dscapi9.akamai.net NS n6dscapi9.akamai.net NS n4dscapi9.akamai.net NS n5dscapi9.akamai.net NS n2dscapi9.akamai.net NS n7dscapi9.akamai.net NS n1dscapi9.akamai.net NS n3dscapi9.akamai.net
77891,184.999847338,192.168.0.100,192.168.0.1,DNS,164,,,,,Standard query 0xa4f0 HTTPS a2047.dscapi9.akamai.net
77893,185.001201563,192.168.0.1,192.168.0.100,DNS,231,,,,,Standard query response 0xa4f0 HTTPS a2047.dscapi9.akamai.net SOA n0dscapi9.akamai.net
77900,185.003926679,192.168.0.100,192.168.0.1,DNS,194,,,,,Standard query 0x055d HTTPS geo-applefinance-cache.internal.query.g03.yahoodns.net
77906,185.004414914,192.168.0.100,192.168.0.1,DNS,194,,,,,Standard query 0x49bc A geo-applefinance-cache.internal.query.g03.yahoodns.net
77917,185.005568565,192.168.0.1,192.168.0.100,DNS,269,,,,,Standard query response 0x055d HTTPS geo-applefinance-cache.internal.query.g03.yahoodns.net SOA yf1.a1.b.yahoo.net
77918,185.005579593,192.168.0.1,192.168.0.100,DNS,357,,,,,Standard query response 0x49bc A geo-applefinance-cache.internal.query.g03.yahoodns.net A 67.195.204.56 NS yf2.a1.b.yahoo.net NS yf3.a1.b.yahoo.net NS yf4.a1.b.yahoo.net NS yf1.a1.b.yahoo.net A 68.142.254.15 A 68.180.130.15 A 68.142.254.15 A 68.142.254.15
77926,185.009139253,192.168.0.100,23.33.22.140,TCP,158,4200179067.0,0.0,0.0,0.0,"49798  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1687057454 TSecr=0 SACK_PERM"
77949,185.031237354,192.168.0.100,23.33.22.140,TCP,158,4200179067.0,0.0,0.0,0.0,"[TCP Retransmission] [TCP Port numbers reused] 49798  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=1687057454 TSecr=0 SACK_PERM"
77950,185.031240688,192.168.0.100,67.195.204.56,TCP,158,1455875792.0,0.0,0.0,0.0,"49799  >  443 [SYN, ECE, CWR] Seq=0 Win=65535 Len=0 MSS=1460 WS=64 TSval=686014287 TSecr=0 SACK_PERM"
77954,185.033552195,23.33.22.140,192.168.0.100,TCP,154,3644519367.0,4200179068.0,1.0,0.0,"443  >  49798 [SYN, ACK, ECE] Seq=0 Ack=1 Win=65160 Len=0 MSS=1460 SACK_PERM TSval=916764695 TSecr=1687057454 WS=128"
77958,185.034304946,192.168.0.100,23.33.22.140,TCP,146,4200179068.0,3644519368.0,1.0,1.0,49798  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=1687057482 TSecr=916764695
77986,185.05432705,67.195.204.56,192.168.0.100,TCP,154,1254163029.0,1455875793.0,1.0,0.0,"443  >  49799 [SYN, ACK, ECE] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=848793394 TSecr=686014287 WS=128"
77987,185.055250908,67.195.204.56,192.168.0.100,TCP,154,1254163029.0,1455875793.0,1.0,0.0,"[TCP Retransmission] 443  >  49799 [SYN, ACK, ECE] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=848793394 TSecr=686014287 WS=128"
77988,185.059431555,67.195.204.56,192.168.0.100,TCP,154,1254163029.0,1455875793.0,1.0,0.0,"[TCP Retransmission] 443  >  49799 [SYN, ACK, ECE] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=848793394 TSecr=686014287 WS=128"
77989,185.059710028,67.195.204.56,192.168.0.100,TCP,154,1254163029.0,1455875793.0,1.0,0.0,"[TCP Retransmission] 443  >  49799 [SYN, ACK, ECE] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=848793394 TSecr=686014287 WS=128"
77996,185.066216902,67.195.204.56,192.168.0.100,TCP,154,1254163029.0,1455875793.0,1.0,0.0,"[TCP Retransmission] 443  >  49799 [SYN, ACK, ECE] Seq=0 Ack=1 Win=28960 Len=0 MSS=1460 SACK_PERM TSval=848793394 TSecr=686014287 WS=128"
78000,185.06734702,192.168.0.100,23.33.22.140,TLSv1.3,663,4200179068.0,3644519368.0,1.0,1.0,Client Hello
78001,185.067349817,192.168.0.100,67.195.204.56,TCP,146,1455875793.0,1254163030.0,1.0,1.0,49799  >  443 [ACK] Seq=1 Ack=1 Win=131712 Len=0 TSval=686014332 TSecr=848793394
78005,185.068200329,192.168.0.100,67.195.204.56,TLSv1.3,663,1455875793.0,1254163030.0,1.0,1.0,Client Hello
78007,185.069334881,23.33.22.140,192.168.0.100,TCP,146,3644519368.0,4200179585.0,518.0,1.0,443  >  49798 [ACK] Seq=1 Ack=518 Win=64768 Len=0 TSval=916764731 TSecr=1687057482
78009,185.09015413,67.195.204.56,192.168.0.100,TCP,146,1254163030.0,1455876310.0,518.0,1.0,443  >  49799 [ACK] Seq=1 Ack=518 Win=30080 Len=0 TSval=848793430 TSecr=686014332
78011,185.091359364,67.195.204.56,192.168.0.100,TLSv1.3,1594,1254163030.0,1455876310.0,518.0,1.0,"Server Hello, Change Cipher Spec, Application Data"
78015,185.092284571,192.168.0.100,67.195.204.56,TCP,146,1455876310.0,1254164478.0,1449.0,518.0,49799  >  443 [ACK] Seq=518 Ack=1449 Win=130304 Len=0 TSval=686014368 TSecr=848793431
78021,185.095987133,67.195.204.56,192.168.0.100,TCP,1594,1254164478.0,1455876310.0,518.0,1449.0,443  >  49799 [ACK] Seq=1449 Ack=518 Win=30080 Len=1448 TSval=848793431 TSecr=686014332 [TCP segment of a reassembled PDU]
78022,185.095990726,67.195.204.56,192.168.0.100,TLSv1.3,1023,1254165926.0,1455876310.0,518.0,2897.0,"Application Data, Application Data, Application Data"
78023,185.095992815,23.33.22.140,192.168.0.100,TLSv1.3,1594,3644519368.0,4200179585.0,518.0,1.0,"Server Hello, Change Cipher Spec, Application Data"
78024,185.095995708,23.33.22.140,192.168.0.100,TCP,1594,3644520816.0,4200179585.0,518.0,1449.0,"443  >  49798 [PSH, ACK] Seq=1449 Ack=518 Win=64768 Len=1448 TSval=916764753 TSecr=1687057482 [TCP segment of a reassembled PDU]"
78025,185.095997764,23.33.22.140,192.168.0.100,TLSv1.3,1146,3644522264.0,4200179585.0,518.0,2897.0,"Application Data, Application Data, Application Data"
78029,185.096689234,192.168.0.100,67.195.204.56,TCP,146,1455876310.0,1254164478.0,1449.0,518.0,[TCP Dup ACK 78015#1] 49799  >  443 [ACK] Seq=518 Ack=1449 Win=130304 Len=0 TSval=686014368 TSecr=848793431
78032,185.097002451,192.168.0.100,67.195.204.56,TCP,146,1455876310.0,1254164478.0,1449.0,518.0,[TCP Dup ACK 78015#2] 49799  >  443 [ACK] Seq=518 Ack=1449 Win=130304 Len=0 TSval=686014368 TSecr=848793431
78033,185.097004266,192.168.0.100,67.195.204.56,TCP,146,1455876310.0,1254166803.0,3774.0,518.0,49799  >  443 [ACK] Seq=518 Ack=3774 Win=128704 Len=0 TSval=686014372 TSecr=848793431
78034,185.097005702,192.168.0.100,23.33.22.140,TCP,146,4200179585.0,3644520816.0,1449.0,518.0,49798  >  443 [ACK] Seq=518 Ack=1449 Win=130304 Len=0 TSval=1687057541 TSecr=916764753
78040,185.098911418,192.168.0.100,67.195.204.56,TCP,146,1455876310.0,1254164478.0,1449.0,518.0,49799  >  443 [ACK] Seq=518 Ack=1449 Win=130304 Len=0 TSval=686014368 TSecr=848793431
78041,185.098913492,192.168.0.100,67.195.204.56,TCP,146,1455876310.0,1254166803.0,3774.0,518.0,49799  >  443 [ACK] Seq=518 Ack=3774 Win=128704 Len=0 TSval=686014372 TSecr=848793431
78042,185.09891505,192.168.0.100,23.33.22.140,TCP,146,4200179585.0,3644520816.0,1449.0,518.0,[TCP Dup ACK 78034#1] 49798  >  443 [ACK] Seq=518 Ack=1449 Win=130304 Len=0 TSval=1687057541 TSecr=916764753
78046,185.099338768,192.168.0.100,23.33.22.140,TCP,146,4200179585.0,3644522264.0,2897.0,518.0,49798  >  443 [ACK] Seq=518 Ack=2897 Win=128832 Len=0 TSval=1687057541 TSecr=916764753
78047,185.099341274,192.168.0.100,23.33.22.140,TCP,146,4200179585.0,3644523264.0,3897.0,518.0,49798  >  443 [ACK] Seq=518 Ack=3897 Win=127872 Len=0 TSval=1687057541 TSecr=916764753
78048,185.09934334,192.168.0.100,23.33.22.140,TCP,146,4200179585.0,3644523264.0,3897.0,518.0,[TCP Window Update] 49798  >  443 [ACK] Seq=518 Ack=3897 Win=131072 Len=0 TSval=1687057541 TSecr=916764753
78053,185.106497925,192.168.0.100,67.195.204.56,TLSv1.3,210,1455876310.0,1254166803.0,3774.0,518.0,"Change Cipher Spec, Application Data"
78062,185.116790865,192.168.0.100,67.195.204.56,TLSv1.3,192,1455876374.0,1254166803.0,3774.0,582.0,Application Data
78063,185.116792824,192.168.0.100,67.195.204.56,TLSv1.3,189,1455876420.0,1254166803.0,3774.0,628.0,Application Data
78064,185.116793834,192.168.0.100,67.195.204.56,TLSv1.3,181,1455876463.0,1254166803.0,3774.0,671.0,Application Data
78065,185.116795781,192.168.0.100,67.195.204.56,TLSv1.3,762,1455876498.0,1254166803.0,3774.0,706.0,Application Data
78069,185.117227904,192.168.0.100,23.33.22.140,TLSv1.3,226,4200179585.0,3644523264.0,3897.0,518.0,"Change Cipher Spec, Application Data"
78070,185.117230006,192.168.0.100,23.33.22.140,TLSv1.3,696,4200179665.0,3644523264.0,3897.0,598.0,Application Data
78074,185.118946033,23.33.22.140,192.168.0.100,TCP,146,3644523264.0,4200179665.0,598.0,3897.0,443  >  49798 [ACK] Seq=3897 Ack=598 Win=64768 Len=0 TSval=916764781 TSecr=1687057555
78075,185.118947243,23.33.22.140,192.168.0.100,TCP,146,3644523264.0,4200180215.0,1148.0,3897.0,443  >  49798 [ACK] Seq=3897 Ack=1148 Win=64256 Len=0 TSval=916764781 TSecr=1687057556
78081,185.121748534,23.33.22.140,192.168.0.100,TLSv1.3,433,3644523264.0,4200180215.0,1148.0,3897.0,Application Data
78082,185.121750731,23.33.22.140,192.168.0.100,TLSv1.3,433,3644523551.0,4200180215.0,1148.0,4184.0,Application Data
78083,185.121754744,23.33.22.140,192.168.0.100,TCP,1594,3644523838.0,4200180215.0,1148.0,4471.0,443  >  49798 [ACK] Seq=4471 Ack=1148 Win=64256 Len=1448 TSval=916764782 TSecr=1687057556 [TCP segment of a reassembled PDU]
78084,185.121755932,23.33.22.140,192.168.0.100,TCP,1594,3644525286.0,4200180215.0,1148.0,5919.0,443  >  49798 [ACK] Seq=5919 Ack=1148 Win=64256 Len=1448 TSval=916764782 TSecr=1687057556 [TCP segment of a reassembled PDU]
78085,185.12175789,23.33.22.140,192.168.0.100,TCP,1594,3644526734.0,4200180215.0,1148.0,7367.0,443  >  49798 [ACK] Seq=7367 Ack=1148 Win=64256 Len=1448 TSval=916764782 TSecr=1687057556 [TCP segment of a reassembled PDU]
78086,185.121758925,23.33.22.140,192.168.0.100,TLSv1.3,285,3644528182.0,4200180215.0,1148.0,8815.0,Application Data
78093,185.124596998,23.33.22.140,192.168.0.100,TCP,433,3644523264.0,4200180215.0,1148.0,3897.0,"[TCP Out-Of-Order] 443  >  49798 [PSH, ACK] Seq=3897 Ack=1148 Win=64256 Len=287 TSval=916764781 TSecr=1687057556"
78094,185.124600006,23.33.22.140,192.168.0.100,TCP,433,3644523551.0,4200180215.0,1148.0,4184.0,"[TCP Out-Of-Order] 443  >  49798 [PSH, ACK] Seq=4184 Ack=1148 Win=64256 Len=287 TSval=916764781 TSecr=1687057556"
78095,185.124603454,23.33.22.140,192.168.0.100,TCP,1594,3644523838.0,4200180215.0,1148.0,4471.0,[TCP Out-Of-Order] 443  >  49798 [ACK] Seq=4471 Ack=1148 Win=64256 Len=1448 TSval=916764782 TSecr=1687057556
78096,185.124605265,23.33.22.140,192.168.0.100,TCP,1594,3644525286.0,4200180215.0,1148.0,5919.0,"[TCP Out-Of-Order] 443  >  49798 [ACK] Seq=5919 Ack=1148 Win=64256 Len=1448 TSval=916764782 TSecr=1687057556[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
78097,185.124607786,23.33.22.140,192.168.0.100,TCP,1594,3644526734.0,4200180215.0,1148.0,7367.0,"[TCP Out-Of-Order] 443  >  49798 [ACK] Seq=7367 Ack=1148 Win=64256 Len=1448 TSval=916764782 TSecr=1687057556[Reassembly error, protocol TCP: New fragment overlaps old data (retransmission?)]"
78098,185.12460947,23.33.22.140,192.168.0.100,TCP,285,3644528182.0,4200180215.0,1148.0,8815.0,"[TCP Retransmission] 443  >  49798 [PSH, ACK] Seq=8815 Ack=1148 Win=64256 Len=139 TSval=916764782 TSecr=1687057556"
78102,185.124909005,192.168.0.100,23.33.22.140,TCP,146,4200180215.0,3644525286.0,5919.0,1148.0,49798  >  443 [ACK] Seq=1148 Ack=5919 Win=129024 Len=0 TSval=1687057564 TSecr=916764782
78103,185.124910982,192.168.0.100,23.33.22.140,TCP,146,4200180215.0,3644526734.0,7367.0,1148.0,49798  >  443 [ACK] Seq=1148 Ack=7367 Win=127552 Len=0 TSval=1687057564 TSecr=916764782
78107,185.125213108,192.168.0.100,23.33.22.140,TCP,146,4200180215.0,3644528321.0,8954.0,1148.0,49798  >  443 [ACK] Seq=1148 Ack=8954 Win=125952 Len=0 TSval=1687057564 TSecr=916764782
78108,185.125214822,192.168.0.100,23.33.22.140,TCP,146,4200180215.0,3644528321.0,8954.0,1148.0,[TCP Window Update] 49798  >  443 [ACK] Seq=1148 Ack=8954 Win=131072 Len=0 TSval=1687057564 TSecr=916764782
78114,185.131172368,67.195.204.56,192.168.0.100,TLSv1.3,449,1254166803.0,1455876374.0,582.0,3774.0,Application Data
78118,185.131470891,67.195.204.56,192.168.0.100,TLSv1.3,449,1254167106.0,1455876374.0,582.0,4077.0,Application Data
78119,185.131473116,67.195.204.56,192.168.0.100,TLSv1.3,189,1254167409.0,1455876374.0,582.0,4380.0,Application Data
78123,185.1320165,192.168.0.100,67.195.204.56,TCP,146,1455877114.0,1254167106.0,4077.0,1322.0,49799  >  443 [ACK] Seq=1322 Ack=4077 Win=130752 Len=0 TSval=686014404 TSecr=848793471
78127,185.132454477,192.168.0.100,67.195.204.56,TCP,146,1455877114.0,1254167452.0,4423.0,1322.0,49799  >  443 [ACK] Seq=1322 Ack=4423 Win=130368 Len=0 TSval=686014404 TSecr=848793472
78131,185.140920732,67.195.204.56,192.168.0.100,TCP,146,1254167452.0,1455876498.0,706.0,4423.0,443  >  49799 [ACK] Seq=4423 Ack=706 Win=30080 Len=0 TSval=848793479 TSecr=686014385
78132,185.14092197,67.195.204.56,192.168.0.100,TLSv1.3,177,1254167452.0,1455876498.0,706.0,4423.0,Application Data
78133,185.140923917,67.195.204.56,192.168.0.100,TLSv1.3,1468,1254167483.0,1455877114.0,1322.0,4454.0,Application Data
78134,185.140925417,67.195.204.56,192.168.0.100,TLSv1.3,231,1254168805.0,1455877114.0,1322.0,5776.0,Application Data
78139,185.142411352,192.168.0.100,67.195.204.56,TCP,146,1455877114.0,1254167483.0,4454.0,1322.0,49799  >  443 [ACK] Seq=1322 Ack=4454 Win=130368 Len=0 TSval=686014413 TSecr=848793479
78140,185.142412718,192.168.0.100,67.195.204.56,TCP,146,1455877114.0,1254168890.0,5861.0,1322.0,49799  >  443 [ACK] Seq=1322 Ack=5861 Win=128960 Len=0 TSval=686014413 TSecr=848793480
78149,185.14532279,192.168.0.100,67.195.204.56,TCP,146,1455877114.0,1254167483.0,4454.0,1322.0,49799  >  443 [ACK] Seq=1322 Ack=4454 Win=130368 Len=0 TSval=686014413 TSecr=848793479
